geneA_id	geneB_id	geneA_position	geneB_position	intervening_genes	operon_id	operon_length
P75976	P75979	1	4	2	173894	9
P75976	P75980	1	5	3	173894	9
P75976	P75981	1	6	4	173894	9
P75976	P75982	1	7	5	173894	9
P45581	P75976	8	1	6	173894	9
P09154	P75976	9	1	7	173894	9
P75977	P75978	2	3	0	173894	9
P75977	P75979	2	4	1	173894	9
P75977	P75980	2	5	2	173894	9
P75977	P75981	2	6	3	173894	9
P75977	P75982	2	7	4	173894	9
P45581	P75977	8	2	5	173894	9
P09154	P75977	9	2	6	173894	9
P75978	P75979	3	4	0	173894	9
P75978	P75980	3	5	1	173894	9
P75978	P75981	3	6	2	173894	9
P75978	P75982	3	7	3	173894	9
P45581	P75978	8	3	4	173894	9
P09154	P75978	9	3	5	173894	9
P75979	P75980	4	5	0	173894	9
P75979	P75981	4	6	1	173894	9
P75979	P75982	4	7	2	173894	9
P45581	P75979	8	4	3	173894	9
P09154	P75979	9	4	4	173894	9
P75980	P75981	5	6	0	173894	9
P75980	P75982	5	7	1	173894	9
P45581	P75980	8	5	2	173894	9
P09154	P75980	9	5	3	173894	9
P75981	P75982	6	7	0	173894	9
P45581	P75981	8	6	1	173894	9
P09154	P75981	9	6	2	173894	9
P45581	P75982	8	7	0	173894	9
P09154	P75982	9	7	1	173894	9
P09154	P45581	9	8	0	173894	9
P0AAB4	P0AEN1	1	2	0	174338	2
P0AA80	P23522	1	2	0	174270	4
P0AA80	P0ABQ2	1	3	1	174270	4
P0AA80	P23524	1	4	2	174270	4
P0ABQ2	P23522	3	2	0	174270	4
P23522	P23524	2	4	1	174270	4
P0ABQ2	P23524	3	4	0	174270	4
P0C077	P0C079	2	1	0	173964	3
P0ACG6	P0C079	3	1	1	173964	3
P0ACG6	P0C077	3	2	0	173964	3
P65556	P67095	2	1	0	174102	2
P23886	P29018	2	1	0	173844	3
P0A8P1	P29018	3	1	1	173844	3
P0A8P1	P23886	3	2	0	173844	3
P09835	P0AGA6	2	1	0	174371	3
P09836	P0AGA6	3	1	1	174371	3
P09835	P09836	2	3	0	174371	3
P16677	P16682	1	2	0	174462	2
P0AFK2	P11458	2	1	0	173816	2
P42626	P42628	2	1	0	174267	2
P0AAP5	P77199	2	1	0	173739	2
P03959	P36937	2	1	0	173803	6
P03960	P36937	3	1	1	173803	6
P03961	P36937	4	1	2	173803	6
P21865	P36937	5	1	3	173803	6
P21866	P36937	6	1	4	173803	6
P03959	P03960	2	3	0	173803	6
P03959	P03961	2	4	1	173803	6
P03959	P21865	2	5	2	173803	6
P03959	P21866	2	6	3	173803	6
P03960	P03961	3	4	0	173803	6
P03960	P21865	3	5	1	173803	6
P03960	P21866	3	6	2	173803	6
P03961	P21865	4	5	0	173803	6
P03961	P21866	4	6	1	173803	6
P21865	P21866	5	6	0	173803	6
P0A9R2	P78285	1	2	0	173779	4
P0A9R2	P75719	1	3	1	173779	4
P0A9R2	P58041	1	4	2	173779	4
P75719	P78285	3	2	0	173779	4
P58041	P78285	4	2	1	173779	4
P58041	P75719	4	3	0	173779	4
P0A8D0	P25539	1	2	0	173747	4
P0A8D0	P61714	1	3	1	173747	4
P0A780	P0A8D0	4	1	2	173747	4
P25539	P61714	2	3	0	173747	4
P0A780	P25539	4	2	1	173747	4
P0A780	P61714	4	3	0	173747	4
P0AB58	P0ACV4	2	1	0	173915	2
P27129	P27240	1	2	0	174379	4
P27129	P27241	1	3	1	174379	4
P27129	P27242	1	4	2	174379	4
P27240	P27241	2	3	0	174379	4
P27240	P27242	2	4	1	174379	4
P27241	P27242	3	4	0	174379	4
P15032	P33228	1	2	0	173928	2
P0A8K8	P0A8Y3	2	1	0	174329	4
P0A6M4	P0A8Y3	3	1	1	174329	4
P0A8Y3	P0ADQ2	1	4	2	174329	4
P0A6M4	P0A8K8	3	2	0	174329	4
P0A8K8	P0ADQ2	2	4	1	174329	4
P0A6M4	P0ADQ2	3	4	0	174329	4
P0CF40	P0CF53	1	2	0	173937	2
P07004	P0A7B5	2	1	0	173707	2
P0AF12	P37028	1	2	0	173690	3
P0AF12	P0AFP0	1	3	1	173690	3
P0AFP0	P37028	3	2	0	173690	3
P76160	P77237	2	1	0	173962	4
P76159	P77237	3	1	1	173962	4
P76158	P77237	4	1	2	173962	4
P76159	P76160	3	2	0	173962	4
P76158	P76160	4	2	1	173962	4
P76158	P76159	4	3	0	173962	4
P0A9G8	P31060	1	2	0	173818	2
P08550	P0AG16	1	2	0	174105	3
P08550	P0AG03	1	3	1	174105	3
P0AG03	P0AG16	3	2	0	174105	3
P45753	P64634	1	2	0	174427	5
P45751	P45753	3	1	1	174427	5
P45750	P45753	4	1	2	174427	5
P34749	P45753	5	1	3	174427	5
P45751	P64634	3	2	0	174427	5
P45750	P64634	4	2	1	174427	5
P34749	P64634	5	2	2	174427	5
P45750	P45751	4	3	0	174427	5
P34749	P45751	5	3	1	174427	5
P34749	P45750	5	4	0	174427	5
P21170	P64567	2	1	0	174233	2
P07650	P0A6K6	1	2	0	174513	3
P07650	P0ABP8	1	3	1	174513	3
P0A6K6	P0ABP8	2	3	0	174513	3
P37596	Q46877	2	1	0	174186	2
P69346	P69348	1	2	0	174049	2
P08722	P11988	1	2	0	174358	5
P08722	P26218	1	3	1	174358	5
P08722	P31471	1	4	2	174358	5
P08722	P31470	1	5	3	174358	5
P11988	P26218	2	3	0	174358	5
P11988	P31471	2	4	1	174358	5
P11988	P31470	2	5	2	174358	5
P26218	P31471	3	4	0	174358	5
P26218	P31470	3	5	1	174358	5
P31470	P31471	5	4	0	174358	5
P21156	P23845	1	2	0	174193	4
P0A6J1	P21156	3	1	1	174193	4
P21156	P46141	1	4	2	174193	4
P0A6J1	P23845	3	2	0	174193	4
P23845	P46141	2	4	1	174193	4
P0A6J1	P46141	3	4	0	174193	4
P43667	P76630	2	1	0	174180	2
P00960	P00961	1	2	0	174394	2
P0A836	P0AGE9	1	2	0	173811	2
P76063	P76064	1	2	0	173931	7
P76063	P76065	1	3	1	173931	7
P76063	P77546	1	4	2	173931	7
P76063	P76066	1	5	3	173931	7
P76063	P77551	1	6	4	173931	7
P58042	P76063	7	1	5	173931	7
P76064	P76065	2	3	0	173931	7
P76064	P77546	2	4	1	173931	7
P76064	P76066	2	5	2	173931	7
P76064	P77551	2	6	3	173931	7
P58042	P76064	7	2	4	173931	7
P76065	P77546	3	4	0	173931	7
P76065	P76066	3	5	1	173931	7
P76065	P77551	3	6	2	173931	7
P58042	P76065	7	3	3	173931	7
P76066	P77546	5	4	0	173931	7
P77546	P77551	4	6	1	173931	7
P58042	P77546	7	4	2	173931	7
P76066	P77551	5	6	0	173931	7
P58042	P76066	7	5	1	173931	7
P58042	P77551	7	6	0	173931	7
P0A8G6	P0AB14	1	2	0	173867	2
P28248	P28249	1	2	0	174056	2
P30870	P30871	2	1	0	174256	3
P30871	P76658	1	3	1	174256	3
P30870	P76658	2	3	0	174256	3
P0A8P3	P17802	2	1	0	174239	3
P0C066	P17802	3	1	1	174239	3
P0A8P3	P0C066	2	3	0	174239	3
P42597	P42598	1	2	0	174262	3
P42597	P42599	1	3	1	174262	3
P42598	P42599	2	3	0	174262	3
P17109	P37355	1	2	0	174095	5
P0ABU0	P17109	3	1	1	174095	5
P17109	P29208	1	4	2	174095	5
P17109	P37353	1	5	3	174095	5
P0ABU0	P37355	3	2	0	174095	5
P29208	P37355	4	2	1	174095	5
P37353	P37355	5	2	2	174095	5
P0ABU0	P29208	3	4	0	174095	5
P0ABU0	P37353	3	5	1	174095	5
P29208	P37353	4	5	0	174095	5
P0AF01	P37329	2	1	0	173819	3
P09833	P37329	3	1	1	173819	3
P09833	P0AF01	3	2	0	173819	3
P0AF45	P32687	1	2	0	174448	4
P0AF45	P32688	1	3	1	174448	4
P0AF45	P32689	1	4	2	174448	4
P32687	P32688	2	3	0	174448	4
P32687	P32689	2	4	1	174448	4
P32688	P32689	3	4	0	174448	4
Q47269	Q47270	1	2	0	173778	5
P68661	Q47269	3	1	1	173778	5
P0AG74	Q47269	4	1	2	173778	5
Q47269	Q47272	1	5	3	173778	5
P68661	Q47270	3	2	0	173778	5
P0AG74	Q47270	4	2	1	173778	5
Q47270	Q47272	2	5	2	173778	5
P0AG74	P68661	4	3	0	173778	5
P68661	Q47272	3	5	1	173778	5
P0AG74	Q47272	4	5	0	173778	5
P0ADS6	P11667	2	1	0	174230	2
P0AD24	P0AD27	1	2	0	174081	2
P0AB12	P75870	1	2	0	173858	2
P0AC44	P69054	2	1	0	173809	4
P0AC41	P69054	3	1	1	173809	4
P07014	P69054	4	1	2	173809	4
P0AC41	P0AC44	3	2	0	173809	4
P07014	P0AC44	4	2	1	173809	4
P07014	P0AC41	4	3	0	173809	4
P76512	P76513	1	2	0	174113	2
P06715	P37634	2	1	0	174405	2
P77293	P77682	2	1	0	174111	3
P76507	P77682	3	1	1	174111	3
P76507	P77293	3	2	0	174111	3
P0A6I0	P0AG67	1	2	0	173849	2
P0A6F5	P0A6F9	2	1	0	174471	2
P0A8W8	P77625	1	2	0	174100	2
P0ACD8	P69739	2	1	0	173860	6
P0AAM1	P69739	3	1	1	173860	6
P19930	P69739	4	1	2	173860	6
P19931	P69739	5	1	3	173860	6
P19932	P69739	6	1	4	173860	6
P0AAM1	P0ACD8	3	2	0	173860	6
P0ACD8	P19930	2	4	1	173860	6
P0ACD8	P19931	2	5	2	173860	6
P0ACD8	P19932	2	6	3	173860	6
P0AAM1	P19930	3	4	0	173860	6
P0AAM1	P19931	3	5	1	173860	6
P0AAM1	P19932	3	6	2	173860	6
P19930	P19931	4	5	0	173860	6
P19930	P19932	4	6	1	173860	6
P19931	P19932	5	6	0	173860	6
P0ACF0	P32681	1	2	0	174306	2
P0AAJ5	P32176	2	1	0	174328	4
P0AEL0	P32176	3	1	1	174328	4
P13024	P32176	4	1	2	174328	4
P0AAJ5	P0AEL0	2	3	0	174328	4
P0AAJ5	P13024	2	4	1	174328	4
P0AEL0	P13024	3	4	0	174328	4
P75779	P75780	2	1	0	173827	3
P41039	P75780	3	1	1	173827	3
P41039	P75779	3	2	0	173827	3
P00816	P0ABE9	2	1	0	173730	3
P0ABE9	P17583	1	3	1	173730	3
P00816	P17583	2	3	0	173730	3
P77279	P77307	1	2	0	173763	2
P37665	P37666	1	2	0	174396	2
P0ABU7	P0ABV2	1	2	0	174244	2
P36645	P36647	2	1	0	173679	3
P36646	P36647	3	1	1	173679	3
P36645	P36646	2	3	0	173679	3
P09377	P09378	1	2	0	174324	2
P31434	P31435	2	1	0	174373	2
P77213	P77506	1	2	0	173783	3
P0AAT2	P77213	3	1	1	173783	3
P0AAT2	P77506	3	2	0	173783	3
P31474	P31475	2	1	0	174349	2
P0AB74	P42907	2	1	0	174273	2
P22186	P60390	1	2	0	173676	15
P0AEN4	P22186	3	1	1	173676	15
P0AD68	P22186	4	1	2	173676	15
P22186	P22188	1	5	3	173676	15
P11880	P22186	6	1	4	173676	15
P0A6W3	P22186	7	1	5	173676	15
P14900	P22186	8	1	6	173676	15
P0ABG4	P22186	9	1	7	173676	15
P17443	P22186	10	1	8	173676	15
P17952	P22186	11	1	9	173676	15
P07862	P22186	12	1	10	173676	15
P06136	P22186	13	1	11	173676	15
P0ABH0	P22186	14	1	12	173676	15
P0A9A6	P22186	15	1	13	173676	15
P0AEN4	P60390	3	2	0	173676	15
P0AD68	P60390	4	2	1	173676	15
P22188	P60390	5	2	2	173676	15
P11880	P60390	6	2	3	173676	15
P0A6W3	P60390	7	2	4	173676	15
P14900	P60390	8	2	5	173676	15
P0ABG4	P60390	9	2	6	173676	15
P17443	P60390	10	2	7	173676	15
P17952	P60390	11	2	8	173676	15
P07862	P60390	12	2	9	173676	15
P06136	P60390	13	2	10	173676	15
P0ABH0	P60390	14	2	11	173676	15
P0A9A6	P60390	15	2	12	173676	15
P0AD68	P0AEN4	4	3	0	173676	15
P0AEN4	P22188	3	5	1	173676	15
P0AEN4	P11880	3	6	2	173676	15
P0A6W3	P0AEN4	7	3	3	173676	15
P0AEN4	P14900	3	8	4	173676	15
P0ABG4	P0AEN4	9	3	5	173676	15
P0AEN4	P17443	3	10	6	173676	15
P0AEN4	P17952	3	11	7	173676	15
P07862	P0AEN4	12	3	8	173676	15
P06136	P0AEN4	13	3	9	173676	15
P0ABH0	P0AEN4	14	3	10	173676	15
P0A9A6	P0AEN4	15	3	11	173676	15
P0AD68	P22188	4	5	0	173676	15
P0AD68	P11880	4	6	1	173676	15
P0A6W3	P0AD68	7	4	2	173676	15
P0AD68	P14900	4	8	3	173676	15
P0ABG4	P0AD68	9	4	4	173676	15
P0AD68	P17443	4	10	5	173676	15
P0AD68	P17952	4	11	6	173676	15
P07862	P0AD68	12	4	7	173676	15
P06136	P0AD68	13	4	8	173676	15
P0ABH0	P0AD68	14	4	9	173676	15
P0A9A6	P0AD68	15	4	10	173676	15
P11880	P22188	6	5	0	173676	15
P0A6W3	P22188	7	5	1	173676	15
P14900	P22188	8	5	2	173676	15
P0ABG4	P22188	9	5	3	173676	15
P17443	P22188	10	5	4	173676	15
P17952	P22188	11	5	5	173676	15
P07862	P22188	12	5	6	173676	15
P06136	P22188	13	5	7	173676	15
P0ABH0	P22188	14	5	8	173676	15
P0A9A6	P22188	15	5	9	173676	15
P0A6W3	P11880	7	6	0	173676	15
P11880	P14900	6	8	1	173676	15
P0ABG4	P11880	9	6	2	173676	15
P11880	P17443	6	10	3	173676	15
P11880	P17952	6	11	4	173676	15
P07862	P11880	12	6	5	173676	15
P06136	P11880	13	6	6	173676	15
P0ABH0	P11880	14	6	7	173676	15
P0A9A6	P11880	15	6	8	173676	15
P0A6W3	P14900	7	8	0	173676	15
P0A6W3	P0ABG4	7	9	1	173676	15
P0A6W3	P17443	7	10	2	173676	15
P0A6W3	P17952	7	11	3	173676	15
P07862	P0A6W3	12	7	4	173676	15
P06136	P0A6W3	13	7	5	173676	15
P0A6W3	P0ABH0	7	14	6	173676	15
P0A6W3	P0A9A6	7	15	7	173676	15
P0ABG4	P14900	9	8	0	173676	15
P14900	P17443	8	10	1	173676	15
P14900	P17952	8	11	2	173676	15
P07862	P14900	12	8	3	173676	15
P06136	P14900	13	8	4	173676	15
P0ABH0	P14900	14	8	5	173676	15
P0A9A6	P14900	15	8	6	173676	15
P0ABG4	P17443	9	10	0	173676	15
P0ABG4	P17952	9	11	1	173676	15
P07862	P0ABG4	12	9	2	173676	15
P06136	P0ABG4	13	9	3	173676	15
P0ABG4	P0ABH0	9	14	4	173676	15
P0A9A6	P0ABG4	15	9	5	173676	15
P17443	P17952	10	11	0	173676	15
P07862	P17443	12	10	1	173676	15
P06136	P17443	13	10	2	173676	15
P0ABH0	P17443	14	10	3	173676	15
P0A9A6	P17443	15	10	4	173676	15
P07862	P17952	12	11	0	173676	15
P06136	P17952	13	11	1	173676	15
P0ABH0	P17952	14	11	2	173676	15
P0A9A6	P17952	15	11	3	173676	15
P06136	P07862	13	12	0	173676	15
P07862	P0ABH0	12	14	1	173676	15
P07862	P0A9A6	12	15	2	173676	15
P06136	P0ABH0	13	14	0	173676	15
P06136	P0A9A6	13	15	1	173676	15
P0A9A6	P0ABH0	15	14	0	173676	15
P07813	P0ADC1	1	2	0	173793	5
P07813	P28630	1	3	1	173793	5
P07813	P0A752	1	4	2	173793	5
P07813	P52086	1	5	3	173793	5
P0ADC1	P28630	2	3	0	173793	5
P0A752	P0ADC1	4	2	1	173793	5
P0ADC1	P52086	2	5	2	173793	5
P0A752	P28630	4	3	0	173793	5
P28630	P52086	3	5	1	173793	5
P0A752	P52086	4	5	0	173793	5
P0A6K3	P23882	1	2	0	174445	4
P0A6K3	P36929	1	3	1	174445	4
P0A6K3	P0AGI8	1	4	2	174445	4
P23882	P36929	2	3	0	174445	4
P0AGI8	P23882	4	2	1	174445	4
P0AGI8	P36929	4	3	0	174445	4
P64474	P76187	1	2	0	173980	3
P0AGD1	P64474	3	1	1	173980	3
P0AGD1	P76187	3	2	0	173980	3
P45468	P45469	2	1	0	174277	2
P0AF48	P0AF50	1	2	0	174455	2
P76230	P77539	2	1	0	173999	6
P77280	P77539	3	1	1	173999	6
P77539	P77704	1	4	2	173999	6
P77493	P77539	5	1	3	173999	6
P77256	P77539	6	1	4	173999	6
P76230	P77280	2	3	0	173999	6
P76230	P77704	2	4	1	173999	6
P76230	P77493	2	5	2	173999	6
P76230	P77256	2	6	3	173999	6
P77280	P77704	3	4	0	173999	6
P77280	P77493	3	5	1	173999	6
P77256	P77280	6	3	2	173999	6
P77493	P77704	5	4	0	173999	6
P77256	P77704	6	4	1	173999	6
P77256	P77493	6	5	0	173999	6
P76096	P77494	1	2	0	173939	2
P76123	P77519	2	1	0	173948	2
P0A9G2	P13738	2	1	0	173659	2
P0A9H3	P39276	1	2	0	174469	2
P0AC19	P77526	2	1	0	174103	3
P77526	P77775	1	3	1	174103	3
P0AC19	P77775	2	3	0	174103	3
P0A887	P0ADP7	1	2	0	174340	3
P0A6A0	P0A887	3	1	1	174340	3
P0A6A0	P0ADP7	3	2	0	174340	3
P0A799	P0A9B6	2	1	0	174231	2
P0ADR0	P77475	2	1	0	174182	3
P0A6W9	P77475	3	1	1	174182	3
P0A6W9	P0ADR0	3	2	0	174182	3
P52095	P52096	1	2	0	173696	3
P52095	P52097	1	3	1	173696	3
P52096	P52097	2	3	0	173696	3
P0ADC3	P75957	1	2	0	173888	5
P0ADC3	P75958	1	3	1	173888	5
P0ADC3	P75959	1	4	2	173888	5
P0ADC3	P75960	1	5	3	173888	5
P75957	P75958	2	3	0	173888	5
P75957	P75959	2	4	1	173888	5
P75957	P75960	2	5	2	173888	5
P75958	P75959	3	4	0	173888	5
P75958	P75960	3	5	1	173888	5
P75959	P75960	4	5	0	173888	5
P32672	P69816	1	2	0	174316	5
P32672	P32674	1	3	1	174316	5
P32672	P32675	1	4	2	174316	5
P32672	P32676	1	5	3	174316	5
P32674	P69816	3	2	0	174316	5
P32675	P69816	4	2	1	174316	5
P32676	P69816	5	2	2	174316	5
P32674	P32675	3	4	0	174316	5
P32674	P32676	3	5	1	174316	5
P32675	P32676	4	5	0	174316	5
P0A8I1	P0A8W5	2	1	0	174236	2
P76014	P76015	2	1	0	173901	3
P37349	P76015	3	1	1	173901	3
P37349	P76014	3	2	0	173901	3
P76514	P76515	1	2	0	174114	4
P76514	P76516	1	3	1	174114	4
P76514	Q2EET0	1	4	2	174114	4
P76515	P76516	2	3	0	174114	4
P76515	Q2EET0	2	4	1	174114	4
P76516	Q2EET0	3	4	0	174114	4
P77215	P77732	2	1	0	174093	4
P76470	P77732	3	1	1	174093	4
P76469	P77732	4	1	2	174093	4
P76470	P77215	3	2	0	174093	4
P76469	P77215	4	2	1	174093	4
P76469	P76470	4	3	0	174093	4
P0AGC7	P32099	1	2	0	174514	2
P76068	P76069	1	2	0	173932	2
P76156	Q2EES0	2	1	0	173961	2
P76632	Q46901	2	1	0	174194	7
Q46899	Q46901	3	1	1	174194	7
Q46898	Q46901	4	1	2	174194	7
Q46897	Q46901	5	1	3	174194	7
Q46896	Q46901	6	1	4	174194	7
P45956	Q46901	7	1	5	174194	7
P76632	Q46899	2	3	0	174194	7
P76632	Q46898	2	4	1	174194	7
P76632	Q46897	2	5	2	174194	7
P76632	Q46896	2	6	3	174194	7
P45956	P76632	7	2	4	174194	7
Q46898	Q46899	4	3	0	174194	7
Q46897	Q46899	5	3	1	174194	7
Q46896	Q46899	6	3	2	174194	7
P45956	Q46899	7	3	3	174194	7
Q46897	Q46898	5	4	0	174194	7
Q46896	Q46898	6	4	1	174194	7
P45956	Q46898	7	4	2	174194	7
Q46896	Q46897	6	5	0	174194	7
P45956	Q46897	7	5	1	174194	7
P45956	Q46896	7	6	0	174194	7
P30850	P76035	2	1	0	173917	2
P0ADK6	P16916	2	1	0	174387	3
P16916	P32109	1	3	1	174387	3
P0ADK6	P32109	2	3	0	174387	3
P06710	P69503	2	1	0	173760	4
P0A8B5	P69503	3	1	1	173760	4
P0A7H6	P69503	4	1	2	173760	4
P06710	P0A8B5	2	3	0	173760	4
P06710	P0A7H6	2	4	1	173760	4
P0A7H6	P0A8B5	4	3	0	173760	4
P0ADK4	P37683	1	2	0	174389	2
P33913	P76446	2	1	0	174079	5
P0AFU0	P76446	3	1	1	174079	5
P33915	P76446	4	1	2	174079	5
P33916	P76446	5	1	3	174079	5
P0AFU0	P33913	3	2	0	174079	5
P33913	P33915	2	4	1	174079	5
P33913	P33916	2	5	2	174079	5
P0AFU0	P33915	3	4	0	174079	5
P0AFU0	P33916	3	5	1	174079	5
P33915	P33916	4	5	0	174079	5
P0ACW8	P29009	1	2	0	173966	3
P0ACW8	P21418	1	3	1	173966	3
P21418	P29009	3	2	0	173966	3
P0A8Q6	P0ABH9	1	2	0	173843	2
Q46799	Q46800	1	2	0	174219	3
Q46799	Q46801	1	3	1	174219	3
Q46800	Q46801	2	3	0	174219	3
P75711	P77161	2	1	0	173770	6
P75712	P77161	3	1	1	173770	6
P77161	P77671	1	4	2	173770	6
P77161	P77328	1	5	3	173770	6
P77161	P77364	1	6	4	173770	6
P75711	P75712	2	3	0	173770	6
P75711	P77671	2	4	1	173770	6
P75711	P77328	2	5	2	173770	6
P75711	P77364	2	6	3	173770	6
P75712	P77671	3	4	0	173770	6
P75712	P77328	3	5	1	173770	6
P75712	P77364	3	6	2	173770	6
P77328	P77671	5	4	0	173770	6
P77364	P77671	6	4	1	173770	6
P77328	P77364	5	6	0	173770	6
Q47155	Q47156	1	2	0	173704	4
Q47155	Q47157	1	3	1	173704	4
Q47155	Q47158	1	4	2	173704	4
Q47156	Q47157	2	3	0	173704	4
Q47156	Q47158	2	4	1	173704	4
Q47157	Q47158	3	4	0	173704	4
P28305	P28306	1	2	0	173886	5
P0A720	P28305	3	1	1	173886	5
P28305	P28631	1	4	2	173886	5
P0AFQ7	P28305	5	1	3	173886	5
P0A720	P28306	3	2	0	173886	5
P28306	P28631	2	4	1	173886	5
P0AFQ7	P28306	5	2	2	173886	5
P0A720	P28631	3	4	0	173886	5
P0A720	P0AFQ7	3	5	1	173886	5
P0AFQ7	P28631	5	4	0	173886	5
P0A786	P0A7F3	1	2	0	174486	2
P0ADI9	P37617	1	2	0	174412	2
P69797	P69801	1	2	0	174008	4
P69797	P69805	1	3	1	174008	4
P67601	P69797	4	1	2	174008	4
P69801	P69805	2	3	0	174008	4
P67601	P69801	4	2	1	174008	4
P67601	P69805	4	3	0	174008	4
P23862	P45807	1	2	0	173759	2
P0ADC6	P0AF98	2	1	0	174488	2
P0A7L8	P0AG48	2	1	0	174284	2
P0AA31	P31064	2	1	0	174035	2
P75800	P75801	1	2	0	173833	2
P33643	P33644	1	2	0	174161	2
P04152	P0AG11	2	1	0	173899	2
P39385	P39386	2	1	0	174504	2
P0CF66	P0CF79	1	2	0	174059	2
P37671	P56256	1	2	0	174392	2
P39314	P39315	2	1	0	174481	2
P06961	P0ADT8	2	1	0	174257	2
P28904	P36672	2	1	0	174485	2
P08368	P0AE91	2	1	0	174516	4
P08401	P0AE91	3	1	1	174516	4
P08369	P0AE91	4	1	2	174516	4
P08368	P08401	2	3	0	174516	4
P08368	P08369	2	4	1	174516	4
P08369	P08401	4	3	0	174516	4
P31467	P31468	1	2	0	174359	3
P31467	P31469	1	3	1	174359	3
P31468	P31469	2	3	0	174359	3
P0AA43	P28246	1	2	0	174080	2
P76072	P77163	1	2	0	173933	2
P08371	P33554	2	1	0	174211	5
P08370	P33554	3	1	1	174211	5
P08372	P33554	4	1	2	174211	5
P07648	P33554	5	1	3	174211	5
P08370	P08371	3	2	0	174211	5
P08371	P08372	2	4	1	174211	5
P07648	P08371	5	2	2	174211	5
P08370	P08372	3	4	0	174211	5
P07648	P08370	5	3	1	174211	5
P07648	P08372	5	4	0	174211	5
P0A6G7	P0A6H1	1	2	0	173753	2
Q46811	Q46812	1	2	0	174222	4
P64557	Q46811	3	1	1	174222	4
Q46811	Q46814	1	4	2	174222	4
P64557	Q46812	3	2	0	174222	4
Q46812	Q46814	2	4	1	174222	4
P64557	Q46814	3	4	0	174222	4
P31826	P31827	1	2	0	173953	3
P31826	P31828	1	3	1	173953	3
P31827	P31828	2	3	0	173953	3
P65290	P76573	1	2	0	174145	2
P31677	P31678	2	1	0	174029	2
P0AAV8	P75763	1	2	0	173820	2
P39220	P39221	1	2	0	173669	2
P0A8U2	P30866	1	2	0	173701	2
P0AFY6	P77562	1	2	0	173740	2
P30843	P30845	2	1	0	174464	3
P30844	P30845	3	1	1	174464	3
P30843	P30844	2	3	0	174464	3
P0A776	P37177	1	2	0	174213	2
P75685	P75687	2	1	0	173723	2
P0A9Y6	P64508	2	1	0	174009	2
P0AE70	P0AE72	2	1	0	174201	3
P0AE72	P0AEY3	1	3	1	174201	3
P0AE70	P0AEY3	2	3	0	174201	3
P76594	Q47319	2	1	0	174160	2
P75733	P75734	1	2	0	173799	2
P0CF40	P0CF53	1	2	0	174044	2
P75897	P75898	2	1	0	173868	7
P0AFQ5	P75898	3	1	1	173868	7
P75895	P75898	4	1	2	173868	7
P75894	P75898	5	1	3	173868	7
P75893	P75898	6	1	4	173868	7
P75892	P75898	7	1	5	173868	7
P0AFQ5	P75897	3	2	0	173868	7
P75895	P75897	4	2	1	173868	7
P75894	P75897	5	2	2	173868	7
P75893	P75897	6	2	3	173868	7
P75892	P75897	7	2	4	173868	7
P0AFQ5	P75895	3	4	0	173868	7
P0AFQ5	P75894	3	5	1	173868	7
P0AFQ5	P75893	3	6	2	173868	7
P0AFQ5	P75892	3	7	3	173868	7
P75894	P75895	5	4	0	173868	7
P75893	P75895	6	4	1	173868	7
P75892	P75895	7	4	2	173868	7
P75893	P75894	6	5	0	173868	7
P75892	P75894	7	5	1	173868	7
P75892	P75893	7	6	0	173868	7
P65870	Q46904	1	2	0	174196	4
P65870	Q46905	1	3	1	174196	4
P65870	Q46906	1	4	2	174196	4
Q46904	Q46905	2	3	0	174196	4
Q46904	Q46906	2	4	1	174196	4
Q46905	Q46906	3	4	0	174196	4
P15373	P64594	1	2	0	174271	2
P07118	P28905	2	1	0	174487	2
P0AA63	P42615	1	2	0	174264	2
P32154	P32155	2	1	0	174327	4
P32153	P32155	3	1	1	174327	4
P32152	P32155	4	1	2	174327	4
P32153	P32154	3	2	0	174327	4
P32152	P32154	4	2	1	174327	4
P32152	P32153	4	3	0	174327	4
P0A6G3	P0A7G6	1	2	0	174183	2
P0AEF8	P0AEG1	1	2	0	174398	4
P0AAG0	P0AEF8	3	1	1	174398	4
P0AEF8	P37313	1	4	2	174398	4
P0AAG0	P0AEG1	3	2	0	174398	4
P0AEG1	P37313	2	4	1	174398	4
P0AAG0	P37313	3	4	0	174398	4
P76536	P76537	2	1	0	174128	2
P31452	P69789	1	2	0	174367	2
P0ADU5	Q46866	1	2	0	174249	2
P0AF28	P0AFA2	2	1	0	173904	2
P09151	P30125	1	2	0	173674	4
P09151	P0A6A6	1	3	1	173674	4
P09151	P30126	1	4	2	173674	4
P0A6A6	P30125	3	2	0	173674	4
P30125	P30126	2	4	1	173674	4
P0A6A6	P30126	3	4	0	173674	4
P0A6B4	P0ACB0	2	1	0	174454	2
P76633	Q46911	1	2	0	174198	2
P39359	P39360	2	1	0	174494	3
P39358	P39360	3	1	1	174494	3
P39358	P39359	3	2	0	174494	3
P52133	P52134	1	2	0	174170	4
O52982	P52133	3	1	1	174170	4
P52133	P52135	1	4	2	174170	4
O52982	P52134	3	2	0	174170	4
P52134	P52135	2	4	1	174170	4
O52982	P52135	3	4	0	174170	4
P0AFG3	P0AFG6	1	2	0	173810	2
P02943	P68187	2	1	0	174450	2
P0ADN0	P31473	2	1	0	174352	2
P0ABA0	P0ABA4	1	2	0	174355	6
P0ABA0	P0ABB0	1	3	1	174355	6
